id,male,age,inc,time,pri_nee_gen_1,pri_nee_gen_2,pri_nee_gen_3,pri_nee_gen_4,pri_nee_soc_1,pri_nee_soc_2,pri_nee_soc_3,pri_nee_soc_4,pri_nee_soc_5,pri_nee_soc_6,pri_nee_soc_7,pri_nee_soc_8,pri_nee_soc_9,pri_nee_int_1,pri_nee_int_2,pri_nee_int_3,pri_nee_int_4,pri_nee_int_5,pri_nee_int_6,pri_nee_int_7,pri_nee_int_8,pri_nee_int_9,soc_1,soc_2,soc_3,soc_4,soc_5,soc_6,soc_7,soc_8,itg_1,itg_2,itg_3,itg_4,itg_5,itg_6,itg_7,itg_8,itg_9,itg_10,itg_11,anx_1,anx_2,anx_3,anx_4,anx_5,anx_6,anx_7,anx_8,ria_1,ria_2,ria_3,ria_4,ria_5,ria_6,ria_7,ria_8,tra_1,tra_2,tra_3,tra_4,tra_5,tra_6,tra_7,tra_8
1,0,19,2,2456,6,6,6,7,2,4,3,1,1,1,1,1,1,1,1,7,3,5,3,7,1,4,5,4,4,4,7,4,3,3,1,2,5,2,1,4,1,5,5,5,4,1,5,1,4,6,6,3,6,1,5,1,6,4,5,5,6,5,6,5,7,5,7,4,3
2,1,19,3,1414,7,2,6,7,4,5,6,6,4,3,1,7,3,1,6,7,6,6,6,7,7,7,5,4,4,6,5,5,2,4,1,1,7,7,1,1,6,2,1,2,4,1,4,1,3,6,7,6,4,7,7,6,3,2,6,7,7,7,2,7,6,7,1,7,7
3,0,20,1,828,5,5,4,5,5,4,4,4,4,5,3,4,4,4,5,5,2,4,3,5,4,3,3,6,2,4,2,6,2,6,2,4,4,6,2,2,2,4,1,2,4,3,3,5,3,2,3,5,4,5,5,5,3,5,3,5,5,3,6,4,5,4,4,4,4
4,0,19,2,1043,6,3,6,6,2,2,3,2,5,5,3,2,2,4,5,5,7,7,5,6,5,3,2,6,3,7,6,5,2,6,3,4,5,2,1,3,2,5,2,7,5,5,1,3,3,5,3,6,3,5,4,6,4,6,3,4,5,3,6,3,7,3,6,3,3
5,0,22,3,1806,4,5,7,7,5,5,5,4,4,2,1,2,6,2,1,6,5,2,2,2,5,5,2,6,2,6,4,2,2,5,2,4,4,6,2,2,3,4,6,6,5,5,5,3,3,5,5,4,5,6,4,6,5,4,5,5,5,2,6,5,4,5,6,5,4
6,0,20,2,1133,5,4,6,6,4,4,3,2,2,4,2,2,5,4,2,2,5,5,3,5,3,5,3,6,2,6,2,6,2,4,3,6,5,6,2,2,2,4,5,5,5,2,6,2,3,3,6,2,7,3,6,3,5,2,6,5,6,5,4,5,5,5,5,4,5
7,1,20,1,1625,6,6,5,7,5,6,4,5,6,4,2,2,6,2,5,4,4,2,3,6,5,5,2,5,5,3,2,2,2,2,1,2,4,7,1,4,1,6,2,7,6,6,3,6,5,6,2,2,4,4,6,3,3,6,2,1,6,3,6,5,6,2,6,2,5
8,1,18,1,2319,5,6,7,7,4,4,6,4,6,4,6,6,7,5,5,3,4,3,2,6,5,5,5,2,6,5,4,4,5,2,4,4,4,4,4,4,4,4,4,4,4,5,3,3,1,3,5,1,6,3,5,5,4,6,3,7,5,4,4,4,4,4,4,4,4
9,0,19,1,7129,4,3,4,6,1,2,2,2,3,2,1,3,1,2,1,3,4,6,3,6,6,4,3,6,4,3,2,3,3,7,3,1,7,3,1,2,6,3,7,7,4,3,5,2,7,1,6,2,7,7,6,5,6,5,4,5,4,4,7,5,5,4,6,2,5
10,0,19,3,1343,4,4,6,6,6,6,6,4,6,2,2,2,6,5,3,6,6,6,3,4,3,3,2,6,6,4,3,4,2,5,1,1,1,7,1,1,1,1,2,6,1,6,5,6,2,2,3,5,2,6,6,3,6,5,5,6,6,5,5,5,2,6,2,6,6
11,0,19,1,1889,6,6,7,7,2,1,6,2,3,2,1,1,1,1,6,7,6,2,4,6,1,5,4,3,7,1,6,2,2,5,1,4,4,1,1,1,1,4,6,6,1,1,6,2,7,1,7,2,7,3,7,1,7,1,7,7,6,6,6,6,5,7,5,4,6
12,1,19,1,562,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
13,1,20,3,1745,4,4,5,6,4,4,4,3,4,4,4,4,4,4,1,3,6,3,6,6,6,5,3,5,4,3,4,4,2,5,2,3,4,6,2,3,4,2,6,7,2,2,5,2,5,2,6,4,6,5,5,5,3,5,4,3,3,7,6,7,6,7,3,4,5
14,1,20,2,2537,6,6,6,6,4,2,5,5,2,2,2,2,2,2,2,6,2,2,4,6,2,6,2,3,6,2,5,4,2,4,1,1,4,1,1,1,5,1,2,6,3,4,1,2,2,5,5,5,5,3,5,3,5,3,5,4,2,3,5,4,3,5,3,5,3
15,0,19,2,1425,6,5,7,7,1,4,1,1,2,1,1,4,1,1,5,7,4,7,2,5,5,5,5,6,5,7,3,4,2,6,1,1,4,7,1,2,1,5,5,6,5,1,5,2,5,1,7,3,6,5,7,1,7,6,3,7,7,2,7,3,7,5,4,2,5
16,0,19,1,2348,7,7,7,7,4,5,3,3,3,3,2,2,3,1,5,7,5,5,3,7,5,6,1,3,5,3,3,2,1,7,2,2,4,5,2,2,2,2,2,6,2,2,3,3,3,3,6,2,5,5,7,1,7,1,6,7,7,6,6,6,6,3,7,3,6
17,0,20,1,2139,3,1,6,6,6,2,5,5,6,1,1,1,5,2,1,7,5,7,4,5,4,5,1,7,1,7,1,4,1,5,1,1,6,2,5,5,2,4,6,6,1,6,5,7,1,4,2,5,6,5,6,7,4,7,3,5,2,2,7,6,5,5,7,1,5
18,0,19,5,1845,5,2,7,7,3,3,2,2,1,1,2,1,4,3,1,5,5,5,3,6,3,5,2,5,5,6,2,3,2,6,1,2,5,7,2,1,2,3,6,7,2,4,6,6,3,3,7,4,6,6,6,5,5,3,6,6,3,5,6,6,5,6,7,1,5
19,1,18,1,2125,4,2,5,5,3,3,3,2,3,2,2,2,2,2,2,6,4,5,6,6,5,4,4,4,3,5,3,3,3,2,2,2,4,6,1,2,3,3,2,2,2,2,5,2,4,5,6,4,5,4,6,3,5,5,5,4,6,4,5,5,3,5,6,4,6
20,0,19,1,3858,6,3,5,7,5,4,2,3,3,2,1,2,2,4,1,3,4,6,2,5,5,3,3,4,4,4,4,5,3,6,2,6,5,7,2,1,1,3,1,7,6,3,4,2,5,1,6,3,6,5,5,3,5,4,6,6,5,3,5,5,5,4,5,4,4
21,0,21,2,663,4,4,7,7,5,5,4,6,2,6,3,1,3,1,1,6,4,6,4,6,6,4,4,6,6,6,5,6,2,6,4,1,4,7,1,1,1,1,2,6,2,3,6,3,2,2,6,2,5,4,6,6,4,2,4,7,6,5,7,6,2,6,4,4,6
22,0,19,2,986,5,5,5,7,4,4,4,4,4,1,1,1,3,4,1,7,6,4,1,7,1,5,5,4,6,3,5,4,2,5,2,4,2,6,2,2,2,5,5,7,7,1,5,4,2,2,6,2,6,6,5,5,5,5,5,5,4,6,6,6,6,6,6,5,6
23,0,21,3,1497,5,4,5,5,4,5,5,5,4,3,5,3,5,4,4,5,5,5,4,6,5,6,2,4,3,3,5,4,3,5,2,2,2,6,1,1,4,4,2,2,2,5,3,4,4,5,3,5,4,4,6,3,5,5,4,6,5,6,5,5,5,3,4,5,5
24,1,21,1,5031,5,3,5,7,6,5,5,4,4,3,4,6,5,3,4,5,5,4,5,6,5,5,2,4,5,4,3,5,2,5,3,4,4,5,3,2,4,5,5,7,4,3,1,3,4,5,5,6,5,5,6,3,5,2,6,6,7,5,5,5,3,4,4,3,4
25,1,21,2,1656,4,5,7,7,7,5,7,7,7,4,4,4,7,5,6,5,4,4,4,2,5,5,5,7,4,6,5,7,5,4,1,1,7,7,1,1,1,6,1,1,7,5,4,3,4,6,5,4,5,7,6,7,6,6,5,3,5,4,6,7,6,5,4,3,4
26,0,18,1,1702,5,4,7,7,4,5,4,5,3,1,2,2,5,1,6,4,6,3,4,5,2,6,4,4,5,5,3,4,2,4,2,4,3,3,4,2,2,4,6,6,6,1,5,5,4,2,5,4,4,7,4,5,4,4,4,5,4,3,6,3,3,4,5,2,4
27,0,20,1,706,4,4,5,6,4,5,3,4,5,4,3,3,4,1,1,1,5,5,3,3,3,5,2,6,2,5,3,4,2,6,2,3,4,4,2,4,4,4,4,4,6,4,3,4,4,1,5,3,6,4,4,5,5,4,3,6,4,5,6,5,5,4,6,4,4
28,0,19,1,1332,3,2,5,5,4,4,6,6,3,2,2,2,4,4,4,4,5,6,4,2,5,4,3,5,2,5,3,4,2,5,2,4,2,3,3,2,3,5,5,7,5,1,4,3,4,2,6,3,7,7,4,6,5,5,3,6,3,3,6,3,5,5,6,2,2
29,0,20,2,1167,2,6,4,3,5,4,3,2,3,4,4,2,3,5,3,6,3,5,3,4,2,5,5,3,4,2,3,4,3,6,3,5,3,6,2,3,2,6,5,2,6,2,2,2,4,2,3,4,2,3,6,4,2,2,3,5,3,3,5,4,6,2,4,3,2
30,1,20,1,6849,3,4,6,6,6,5,4,7,2,4,1,2,4,2,2,6,4,6,2,5,2,6,2,3,3,5,2,5,2,7,1,1,7,6,1,1,1,1,1,4,5,3,3,6,2,4,5,6,5,5,7,2,6,2,2,7,5,5,6,5,3,5,4,2,7
31,1,20,2,852,2,2,6,5,4,4,4,4,4,4,3,4,5,4,2,2,3,4,2,3,3,5,2,5,2,1,2,7,1,7,4,2,4,4,4,4,4,4,4,4,4,3,2,4,2,5,5,4,4,4,6,6,4,4,5,6,6,6,6,6,4,6,6,6,4
32,0,19,3,1211,3,4,6,6,3,4,2,4,4,2,2,2,2,2,2,4,3,3,4,6,4,3,2,4,2,4,2,4,2,6,1,2,7,7,1,1,2,4,5,7,7,1,5,2,5,1,7,2,5,6,6,6,6,5,5,6,5,3,6,5,3,3,6,2,6
33,0,NA,NA,1119,7,6,7,7,5,5,4,4,5,4,3,3,5,2,5,7,5,4,4,6,4,5,2,6,4,4,3,4,3,6,1,1,1,1,1,1,1,1,2,1,1,4,4,5,3,4,5,4,4,5,6,3,6,4,5,4,5,3,6,3,6,3,6,3,3
34,0,19,2,456,4,4,4,3,4,5,4,4,4,4,5,5,4,5,4,5,4,5,5,4,5,4,5,6,2,6,2,6,2,6,5,4,4,4,4,4,4,4,6,5,5,5,4,5,4,4,4,4,4,6,4,5,4,4,3,4,4,5,5,4,5,5,5,5,5
35,1,19,1,1345,3,6,7,7,4,5,3,5,4,6,3,3,5,3,2,4,4,6,3,4,5,3,2,2,6,2,6,6,2,6,3,1,6,3,1,5,2,3,5,5,6,2,2,3,5,2,6,5,3,4,6,3,6,2,6,6,6,3,6,5,6,3,2,3,4
36,0,19,2,2759,3,3,4,5,3,3,3,4,2,3,4,3,3,1,2,1,3,3,3,4,3,3,2,6,3,3,3,4,1,7,2,4,4,4,1,2,3,3,3,5,5,4,3,4,3,5,5,5,3,5,7,2,5,5,3,6,5,2,6,5,5,5,5,3,4
37,0,19,1,814,2,3,6,5,3,2,2,2,2,2,2,2,2,5,1,2,5,7,2,5,5,5,3,7,4,6,1,5,1,7,2,2,6,5,2,2,2,4,5,5,5,1,7,2,6,1,7,2,5,7,5,2,2,6,2,6,2,5,7,3,2,6,5,6,6
38,0,18,1,1056,6,5,6,6,5,5,5,4,4,4,4,2,5,5,4,4,5,4,3,4,5,6,6,5,5,5,4,6,4,5,3,3,5,6,3,4,4,3,5,6,5,4,3,3,3,3,5,4,3,6,3,5,3,4,4,3,3,4,5,4,5,5,5,3,3
39,0,21,3,2183,6,4,5,6,3,4,5,4,4,5,2,2,4,1,4,7,6,5,4,4,2,6,1,4,4,2,2,4,1,4,1,1,4,7,1,1,1,2,2,7,7,3,3,3,4,3,6,4,2,3,5,2,6,2,4,5,6,4,6,6,6,4,6,6,6
40,0,19,2,2515,3,2,4,5,4,2,3,3,2,2,1,2,2,1,1,5,5,5,3,5,4,2,1,7,3,6,3,7,1,7,4,4,6,6,2,5,3,4,7,6,5,6,2,5,3,4,3,5,5,7,3,6,1,6,1,2,2,4,6,5,3,5,5,2,5
41,0,19,3,8016,3,4,5,5,1,5,2,3,2,2,2,2,3,2,2,2,5,6,2,3,5,2,5,5,3,5,3,5,2,4,1,2,6,3,1,2,1,1,6,6,6,3,5,3,4,4,5,3,4,2,6,2,5,3,6,5,5,5,6,5,5,6,6,5,6
42,1,20,1,1706,3,4,6,6,7,7,7,7,7,3,4,3,7,2,6,5,3,2,1,5,3,6,1,7,2,5,5,7,2,7,1,3,2,2,1,1,1,1,1,7,6,4,2,6,1,3,3,5,2,6,5,4,5,5,3,5,5,4,6,5,6,6,3,4,5
43,0,18,1,2144,6,6,6,7,3,3,5,3,5,3,3,6,6,2,1,2,5,5,2,6,2,5,2,6,6,5,6,7,2,6,5,3,2,2,2,2,4,2,2,5,2,3,5,4,3,2,5,5,5,5,6,6,6,5,5,7,6,3,6,3,6,3,6,3,3
44,0,19,2,1200,3,3,4,7,2,2,2,2,2,4,2,2,2,5,2,5,6,6,3,2,4,5,2,7,4,7,5,3,2,6,2,5,3,4,2,3,5,5,6,7,5,3,7,2,6,4,7,2,7,2,5,6,4,6,4,6,6,6,5,6,3,6,5,6,6
45,0,19,2,50047,4,6,5,6,3,4,5,4,5,3,3,3,4,3,3,3,3,5,3,3,5,5,3,6,3,4,4,6,3,3,2,3,4,5,2,3,2,3,6,6,3,3,2,3,5,3,5,4,4,5,6,4,3,4,3,5,3,3,5,3,3,4,6,5,5
46,0,19,1,3739,6,6,6,6,4,2,4,5,1,2,1,3,4,3,2,5,2,3,4,5,2,5,6,2,5,5,5,4,3,4,2,2,4,6,2,5,2,2,2,4,4,2,5,5,3,4,3,4,3,5,6,5,5,2,6,6,5,6,6,6,4,6,3,4,6
47,0,20,2,1402,3,2,6,3,6,7,6,7,7,4,2,3,6,1,2,7,6,6,2,6,5,5,5,2,5,4,5,5,6,2,5,5,6,6,5,5,5,6,6,7,6,2,4,2,3,2,6,2,5,5,5,2,5,3,2,5,5,3,6,6,6,4,5,2,5
48,1,20,3,197593,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
49,0,18,4,1879,5,6,4,6,5,2,4,3,2,2,2,3,5,1,3,7,4,5,5,6,2,2,2,4,5,6,4,2,4,4,3,2,4,6,1,2,2,5,6,6,3,6,2,6,4,3,6,6,2,5,6,6,3,6,5,7,6,5,6,6,6,6,6,2,4
50,0,19,1,1209,3,3,6,6,5,6,3,2,5,4,2,2,3,2,2,5,6,6,2,6,6,2,2,5,3,7,2,3,3,5,1,2,3,3,1,5,3,2,3,7,3,3,2,2,2,5,2,5,1,1,7,5,6,6,3,2,5,3,6,5,6,3,7,2,5
51,0,19,1,2373,3,4,6,4,3,4,4,4,3,3,2,4,4,3,2,6,4,5,3,3,5,4,1,7,2,6,1,4,1,7,3,2,3,3,3,2,5,4,5,6,5,4,5,4,5,3,4,4,4,5,6,5,6,5,4,4,6,5,6,6,6,4,6,4,6
52,1,19,2,1815,4,5,5,6,3,4,4,3,5,1,1,1,3,2,3,6,4,3,5,6,5,5,2,4,3,3,2,2,2,6,2,4,4,5,3,5,4,5,7,7,7,4,1,5,2,3,5,6,5,7,5,6,3,6,5,3,5,2,6,6,6,5,6,3,6
53,0,19,1,1560,5,4,3,6,4,5,3,4,4,4,2,2,5,5,2,5,5,6,3,5,4,4,2,5,5,5,3,5,3,6,5,5,4,3,2,6,5,6,6,6,7,2,6,1,3,6,6,5,7,7,6,5,6,3,4,6,5,5,6,6,5,4,5,3,6
54,0,21,1,1481,5,5,5,5,5,5,5,5,5,4,3,5,3,2,2,5,5,4,5,5,3,5,6,3,5,4,5,5,4,2,6,2,4,3,3,5,4,4,5,6,5,4,3,5,3,4,4,3,5,3,4,4,4,3,5,4,4,4,5,6,5,5,3,4,6
55,0,19,2,3913,6,5,6,7,5,5,5,6,5,3,6,5,5,3,3,3,2,6,3,3,3,2,2,7,2,2,2,2,2,5,6,6,6,3,6,3,3,6,6,6,6,2,5,2,3,3,5,3,4,5,5,4,5,2,3,5,5,4,4,4,4,4,4,4,4
56,0,19,3,1669,5,4,5,7,4,4,2,4,2,2,4,2,4,4,2,4,6,3,5,5,5,3,4,5,3,7,4,5,4,5,3,4,4,3,4,4,3,4,6,7,6,4,5,4,4,4,3,4,5,4,4,4,4,4,4,4,4,5,5,5,5,5,6,3,3
57,0,19,4,6282,4,2,6,6,6,4,5,6,2,2,4,4,4,5,2,6,4,4,4,4,2,4,6,2,3,3,3,6,3,3,2,4,4,4,1,1,2,4,1,6,2,1,5,2,6,2,7,4,6,2,3,5,5,6,3,4,5,5,5,3,7,4,2,3,3
58,0,18,1,2185,3,5,6,6,4,4,5,4,5,1,2,1,4,4,2,6,5,5,4,5,6,5,4,5,4,6,5,5,2,6,4,6,7,7,2,2,4,2,6,7,6,2,5,3,4,2,6,6,5,6,4,3,5,5,4,3,5,5,6,5,6,5,4,3,3
59,1,18,1,2597,4,4,5,5,4,4,4,3,4,2,2,2,3,2,2,5,4,4,4,5,3,5,3,5,5,3,4,3,3,6,2,2,6,5,5,2,5,5,6,6,6,3,3,5,3,5,5,4,5,5,6,5,6,5,3,6,5,5,6,5,4,5,5,5,5
60,0,19,1,1148,3,3,4,5,4,4,4,4,4,3,1,3,3,3,3,3,7,4,3,5,5,5,4,4,4,5,4,4,3,5,4,4,4,5,3,2,5,5,5,7,6,3,5,3,5,3,5,1,7,7,5,6,5,5,4,6,5,7,6,6,3,7,3,4,7
61,0,21,1,1039,4,4,5,5,4,2,3,4,3,1,3,1,2,4,3,3,3,4,4,3,5,5,3,7,4,6,4,7,2,6,4,2,4,4,3,4,4,4,4,4,3,1,4,2,4,5,7,3,5,7,4,5,4,5,4,4,4,4,5,5,4,5,4,3,5
62,0,19,1,1090,3,3,5,5,5,4,3,3,3,2,2,2,5,2,2,5,5,2,5,5,2,3,3,5,5,5,3,3,2,3,1,2,7,1,2,1,2,3,6,6,3,3,3,3,2,5,5,5,5,3,5,3,6,3,6,5,5,3,5,3,5,5,5,4,1
63,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,0,21,2,2654,5,6,7,6,3,5,3,3,3,2,2,2,5,2,2,6,6,6,2,6,2,3,2,6,2,5,1,6,2,5,2,2,6,6,1,2,2,2,6,6,6,6,2,5,2,2,2,6,2,5,6,5,6,6,5,7,3,6,6,6,6,6,6,2,2
65,0,18,1,1248,4,4,6,5,4,4,4,4,4,4,4,4,4,6,2,4,1,3,1,2,5,6,2,5,4,2,4,4,2,5,5,4,2,3,1,1,2,4,5,5,3,2,4,4,4,5,6,4,4,6,6,1,6,1,6,7,7,5,5,3,5,4,5,3,3
66,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,0,19,1,9274,5,4,4,6,6,5,6,5,6,5,3,2,4,2,1,7,3,3,3,5,6,4,6,2,5,6,4,4,4,2,5,6,4,5,6,7,5,3,6,7,7,2,6,2,5,2,7,3,6,7,6,4,3,3,3,7,5,6,6,7,1,6,6,2,6
68,0,18,1,1803,6,6,6,6,4,4,1,1,5,2,1,1,1,2,2,6,4,4,2,5,2,2,4,6,4,4,4,6,4,6,1,1,6,6,4,1,1,6,1,4,1,1,7,2,4,6,7,1,6,2,6,3,6,4,2,6,4,6,6,6,6,7,2,5,7
69,1,19,1,8817,3,3,3,6,3,2,3,4,5,5,1,2,2,2,2,6,6,5,3,5,3,4,2,6,2,6,2,5,2,5,2,4,6,3,4,6,3,5,7,6,6,6,3,5,5,4,6,5,4,5,6,3,6,5,6,7,6,6,6,5,7,5,5,5,5
70,1,21,3,2342,5,5,6,6,6,6,5,6,6,2,6,3,4,3,4,3,6,3,4,5,3,5,4,4,6,5,5,4,3,5,3,3,4,3,4,4,4,3,2,5,5,3,4,3,4,4,6,4,6,4,4,3,5,4,6,4,5,5,6,4,4,5,6,4,3
71,0,19,2,2248,5,4,6,6,5,4,7,3,3,2,2,2,4,3,1,6,5,5,3,3,4,5,2,3,5,2,5,7,1,7,1,3,6,3,1,1,2,3,2,5,6,6,2,5,3,4,5,6,3,5,6,3,6,3,5,6,5,5,6,5,4,5,5,4,6
72,1,19,1,829,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,3,5,4,7,4,5,2,5,1,6,1,5,2,4,2,7,7,6,5,3,2,7,2,6,5,6,5,6,7,5,6,5,7,7,5,4,6,5,6,4,6,4,4
